id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality
vic_casey_maternal_health_0025,Rossmoyne Family and Children's Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,19 Beldale Court,,VIC,,-38.01475300125966,145.32148303181398,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0026,Peel Street Maternal and Child Health Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,30-32 Peel Street,,VIC,,-38.03006200408864,145.35154502986785,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0027,Brentwood Maternal and Child Health,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,26 Bemersyde Drive,,VIC,,-38.05142700175639,145.346990026709,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0028,Gwendoline Children's Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,25 Gwendoline Drive,,VIC,,-38.04747600209536,145.33367103663753,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0029,Regan's Road Maternal and Child Health Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,7 Regans Road,,VIC,,-38.03118500300205,145.25143500895663,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0030,Strathaird Maternal and Child Health,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,106-108I Strathaird Drive,,VIC,,-38.06071400237087,145.28846102794444,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0031,Hunt Club Family and Children's Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,40I Broad Oak Drive,,VIC,,-38.106281003695976,145.30209003183862,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0032,Pearcedale Maternal and Child Health Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,68 Pearcedale Road,,VIC,,-38.20378700149521,145.23560403237542,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0033,Hallam Family and Children's Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,30 Harmer Road,,VIC,,-38.00080800205579,145.25895402766542,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0034,Fairhaven Family and Community Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,42-52I Fairhaven Boulevard,,VIC,,-38.090087003158594,145.25952802654584,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0035,Mayone bulluk Family and Children's Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,66 Bradman Drive,,VIC,,-38.11393689448163,145.24119443481447,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0036,Botanic Ridge Maternal and Child Health Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,10 Echidna Parade,,VIC,,-38.1496260038456,145.28736503598225,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0037,Narre Warren North Maternal and Child Health Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,8 Winters Lane,,VIC,,-37.97956210003808,145.31622627008883,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0038,Clyde Township Family and Community Centre,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,45I Valetta Street,,VIC,,-38.131383992248445,145.3279326938469,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
vic_casey_maternal_health_0039,Smiths Lane Community Hub,"The Maternal and Child Health Service supports families and their children in the areas of parenting, development and assessment.",health,35 O'Connor Avenue,,VIC,,-38.10368347976901,145.37971675060464,,,,,,Free,vic_casey_maternal_health,Family Maternal Child Health Centre Locations,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/family-maternal-child-health-centre-locations,2026-04-19,partial
