id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality,location_precision
vic_neighbourhood_houses_0064,Kinglake Ranges Neighbourhood House,Neighbourhood house,community,6 McMahons Road,Kinglake,VIC,3763,-37.52186,145.35338,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0065,Koonung Cottage Neighbourhood House,Neighbourhood house,community,109 Koonung Road,Blackburn North,VIC,3130,-37.81805,145.14965,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0066,Lakes Entrance Neighbourhood House,Neighbourhood house,community,9 Heatherlea Grove,Lakes Entrance,VIC,3909,-37.82192,147.97024,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0067,Lalor Living & Learning Centre,Neighbourhood house,community,47A French Street,Lalor,VIC,3075,-37.66607,145.00268,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0068,Langwarrin Community Centre,Neighbourhood house,community,2-6 Lang Road,Langwarrin,VIC,3910,-38.15637,145.19833,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0069,Laverton Community Centre & Neighbourhood House,Neighbourhood house,community,12 Crown Street,Laverton,VIC,3028,-37.87507,144.77716,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0070,Loddon Neighbourhood House,Neighbourhood house,community,Old Primary School Building,Wedderburn,VIC,3518,-36.47494,143.58622,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0071,Longbeach Place,Neighbourhood house,community,15 Chelsea Road,Chelsea,VIC,3196,-38.04648,145.12276,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0072,Mahogany Neighbourhood Centre,Neighbourhood house,community,26 Mahogany Avenue,Frankston North,VIC,3200,-38.12646,145.15757,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0073,Maldon Neighbourhood Centre Inc,Neighbourhood house,community,Cnr Church & Streets,Maldon,VIC,3463,-36.96268,144.05934,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0074,Meredith Community House,Neighbourhood house,community,4 Russell Street,Meredith,VIC,3333,-37.87179,144.04476,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0075,Mill Park Community House,Neighbourhood house,community,68 Mill Park Drive,Mill Park,VIC,3082,-37.66486,145.06566,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0076,Moe Neighbourhood House,Neighbourhood house,community,1-11 James Street,Moe,VIC,3825,-37.96467,146.35272,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0077,Mordialloc Neighbourhood House,Neighbourhood house,community,457 Main Street,Mordialloc,VIC,3195,-38.00702,145.10411,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0078,Morwell Neighbourhood House & Learning Centre,Neighbourhood house,community,48-50 Beattie Crescent,Morwell,VIC,3840,-38.24522,146.42446,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0079,Mount Eliza Village Neighbourhood Centre,Neighbourhood house,community,90 - 100 Canadian Bay Road,Mount Eliza,VIC,3930,-38.19502,145.09374,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0080,Mount Street Neighbourhood House,Neighbourhood house,community,6 Mount Street,Glen Waverley,VIC,3150,-37.88944,145.17017,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0081,Mulgrave Neighbourhood House,Neighbourhood house,community,36-42 Mackie Street,Mulgrave,VIC,3170,-37.92095,145.16786,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0082,Nhill Neighbourhood House Inc,Neighbourhood house,community,80 McPherson Street,Nhill,VIC,3418,-36.07414,141.53807,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0083,Nicholson Street Neighbourhood House,Neighbourhood house,community,32 Nicholson Street,Coburg East,VIC,3058,-37.73990,144.96452,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0084,North Carlton Railway Station Neighbourhood House Inc.,Neighbourhood house,community,20 Solly Avenue,Princes Hill,VIC,3054,-37.78697,144.96724,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0085,North East Neighbourhood Houses Network,Neighbourhood house,community,47 Lambourne Road,Watsonia,VIC,3087,-37.71179,145.08243,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
