id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality
vic_ballarat_early_learning_0048,Aspire Early Education and Kindergarten,Early learning centre,education,7 Hollioake Drive,Ballarat,VIC,,-37.555476,143.783787,,,https://www.aspireearlyeducation.vic.edu.au/lucas,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0049,Ballarat Steiner School Kindergarten,Early learning centre,education,244 Moss Avenue,Mount Helen,VIC,,-37.6409251,143.8615657,,,http://ballaratsteinerschool.com.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0050,Ballarat Specialist School Early Learning Centre,Early learning centre,education,25 Gillies Street North,Lake Gardens,VIC,,-37.552326,143.818897,,,http://www.ballaratss.vic.edu.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0051,Goodstart Early Learning - Creswick Road,Early learning centre,education,609-611 Creswick Road,Wendouree,VIC,,-37.5434748,143.8496239,,,https://www.goodstart.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0052,Goodstart Early Learning - Delacombe,Early learning centre,education,904 Glenelg Highway,Delacombe,VIC,,-37.5870146,143.8252839,,,https://www.goodstart.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0053,Goodstart Early Learning - Mount Clear,Early learning centre,education,1108 Geelong Road,Mount Clear,VIC,,-37.5970859,143.8673697,,,https://www.goodstart.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0054,Goodstart Early Learning - Wendouree,Early learning centre,education,1122 Howitt Street,Wendouree,VIC,,-37.5395953,143.832249,,,https://www.goodstart.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0055,Kidscape Early Learning Centre- Bonshaw,Early learning centre,education,282 Tait Street,Bonshaw,VIC,,-37.6029427,143.8226835,,,https://www.kidscape.com.au/location/ballarat,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0056,Centre for Early Education (CEEd) - Ballarat Grammar,Early learning centre,education,1091 Norman Street,Wendouree,VIC,,-37.5333139,143.8309772,,,https://www.bgs.vic.edu.au/learning/learning-programs/centre-for-early-education-6-months-to-5-years,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0057,Village Early Education Eureka,Early learning centre,education,528 Eureka Street,Eureka,VIC,,-37.5661681,143.8856605,,,https://villageeducation.com.au/eureka,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
