id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality,location_precision
sa_child_family_health_0079,Port Augusta Pika Wiya,Child and family health centre,health,40 Dartmouth Street,Port Augusta,SA,5700,-32.63480,137.74925,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0080,Port Augusta-RICE,Child and family health centre,health,"Augusta Park Primary School, 59 Power Crescent",Port Augusta,SA,5700,-32.63480,137.74925,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0081,Port Broughton,Child and family health centre,health,"Hospital, Bay Street",Port Broughton,SA,5522,-33.57819,138.00332,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0082,Port Lincoln,Child and family health centre,health,"Civic Centre, Unit 7-9 60 Tasman Terrace",Port Lincoln,SA,5606,-35.15671,136.51144,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0083,Port Lincoln Aboriginal Health clinic,Child and family health centre,health,"Port Lincoln Aboriginal Health, 19a Oxford Street",Port Lincoln,SA,5606,-35.15671,136.51144,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0084,Port Pirie,Child and family health centre,health,14 Fourth Street,Port Pirie,SA,5540,-33.21712,138.06662,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0085,Port Wakefield,Child and family health centre,health,"Old Hospital, 16a Burra Street",Port Wakefield,SA,5550,-34.09304,138.24379,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0086,Quorn,Child and family health centre,health,"Quorn Hospital, Hospital Road",Quorn,SA,5433,-32.23141,138.07990,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0087,Renmark,Child and family health centre,health,82 James Avenue,Renmark,SA,5341,-33.77509,140.73375,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0088,Riverton,Child and family health centre,health,"Hospital, Moorhouse Terrace",Riverton,SA,5412,-34.18289,138.77527,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0089,Robe,Child and family health centre,health,"Council Chambers, Royal Circus Road",Robe,SA,5276,-37.21415,139.91738,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0090,Roxby Downs,Child and family health centre,health,"Health Services, 16-28 Burgoyne Street",Roxby Downs,SA,5725,-30.49654,136.72027,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0091,Salisbury,Child and family health centre,health,23 Wiltshire Street,Salisbury,SA,5108,-34.76155,138.61884,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0092,Seaford,Child and family health centre,health,"Seaford Ecumenical Mission, cnr Main Street and Grand Boulevard",Seaford,SA,5169,-35.19421,138.47796,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0093,Seaton,Child and family health centre,health,80 Balcombe Ave,Seaton,SA,5023,-34.90073,138.51199,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0094,Settlers Farm,Child and family health centre,health,"House 2, DuVillars Street",Paralowie,SA,5108,-34.76155,138.61884,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0095,Smithfield Plains,Child and family health centre,health,"John Hartley Children's Centre, 199 Peachey Road",Smithfield Plains,SA,5114,-34.71868,138.75425,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0096,Snowtown,Child and family health centre,health,"Snowtown Hospital, South Terrace",Snowtown,SA,5520,-33.76911,138.12018,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0097,Stirling,Child and family health centre,health,"Stirling Kindergarten, 11 Avenue Road",Stirling,SA,5152,-34.99840,138.70396,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0098,Strathalbyn,Child and family health centre,health,CWA Building 15 Sunter Street,Strathalbyn,SA,5255,-35.24854,138.97586,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0099,Streaky Bay,Child and family health centre,health,Community Health Centre 6 Williams Crescent,Streaky Bay,SA,5680,-32.68883,134.39210,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0100,The Parks,Child and family health centre,health,"Parks Community Centre, Gate 5, Building 11, 1 Trafford Street",Angle Park,SA,5010,-34.85750,138.55832,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0101,Tintinara,Child and family health centre,health,"Community Health Centre, 2 Helling Terrace",Tintinara,SA,5266,-35.90284,139.81554,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0102,Tumby Bay,Child and family health centre,health,"Community Health Centre, Esplanade",Tumby Bay,SA,5605,-34.25830,136.15409,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0103,Two Wells,Child and family health centre,health,"Two Wells Children's Centre, 27a Gawler Road",Two Wells,SA,5501,-34.59507,138.54800,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0104,Ungarra,Child and family health centre,health,School Playgroup,Ungarra,SA,5607,-35.10076,136.37914,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0105,Victor Harbor,Child and family health centre,health,2 George Main Road,Victor Harbor,SA,5211,-35.56370,138.61944,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0106,Waikerie,Child and family health centre,health,"Community Health Centre, 1 Lawrie Terrace",Waikerie,SA,5330,-33.97265,140.02949,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0107,Wangarry,Child and family health centre,health,"Kindy Centre, Wangarry School",Wangary,SA,5607,-35.10076,136.37914,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0108,Warooka,Child and family health centre,health,"Doctors' Rooms, Minlaton Road",Warooka,SA,5577,-34.98078,137.25765,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0109,Whyalla,Child and family health centre,health,169 Nicholson Avenue,Whyalla Norrie,SA,5600,-33.03634,137.27729,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0110,Woodville,Child and family health centre,health,795 Port Road,Woodville,SA,5011,-34.88027,138.53072,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0111,Wudinna,Child and family health centre,health,44 Eyre Highway,Wudinna,SA,5652,-33.03210,135.31245,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
sa_child_family_health_0112,Yorketown,Child and family health centre,health,"Hospital Education Centre, Weaners Road",Yorketown,SA,5576,-35.05077,137.56046,,,,,,Free,sa_child_family_health,Child and Family Health Service Centre Locations,SA Health,SA,CC-BY-3.0-AU,https://data.gov.au/data/dataset/list-of-child-and-family-health-service-centre-locations,2026-04-19,partial,postcode
